time,event,symbol,direction,entry_price,sl,tp,result_R,profit,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name
2025.02.17 12:44:59,v3_blocked_candidate,USDJPY,SHORT,151.650,151.857,151.340,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,151.466,152.381,151.499,152.385,LL_LH,11,-0.249,0.228,PERIOD_M15,152.381,151.466,151.840,40.87,3.73,4,false,151.840,3.61,20.77,PERIOD_M5,151.738,151.671,1,0.40,21.0,acceptable,100.00,3.94,0.207,1.50,0.3234,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,0.00,false,0.86,1,0.40,unclear,,0,1,0.40,20.77,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 12:44:59,v3_blocked_candidate,EURJPY,SHORT,158.951,159.110,158.713,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,5,-0.178,0.271,PERIOD_M15,159.270,158.898,159.080,48.92,1.39,5,false,159.080,1.71,34.68,PERIOD_M5,159.022,158.974,1,0.31,23.0,acceptable,75.00,2.11,0.159,1.50,0.3985,v3_chasing_entry,,true,,false,v3_chasing_entry,35.00,false,1.21,1,0.27,unclear,,0,1,0.31,34.68,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 12:49:59,v3_blocked_candidate,EURJPY,SHORT,159.015,159.110,158.873,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,5,-0.178,0.271,PERIOD_M15,159.270,158.898,159.080,48.92,1.39,6,false,159.080,0.91,17.47,PERIOD_M5,159.022,158.951,1,0.90,64.0,unclear,75.00,1.33,0.095,1.50,0.4204,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,35.00,false,1.63,2,0.95,unclear,,0,1,0.90,17.47,0.00,0.00,late_entry,entry_far_from_reclaim_or_pullback,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 12:49:59,v3_blocked_candidate,GBPJPY,SHORT,191.024,191.342,190.547,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,190.690,191.393,190.781,191.730,LL_LH,8,-0.155,0.357,PERIOD_M15,191.393,190.690,191.304,87.34,3.68,6,false,191.304,3.38,39.83,PERIOD_M5,191.073,190.958,1,0.80,66.0,unclear,100.00,3.83,0.318,1.50,0.4582,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,70.00,true,1.81,4,0.92,unclear,,0,1,0.80,39.83,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 12:59:59,execution_block_candidate,EURJPY,SHORT,159.014,159.110,158.870,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,5,-0.178,0.271,PERIOD_M15,159.270,158.898,159.080,48.92,1.39,6,false,159.080,0.94,17.74,PERIOD_M5,159.022,158.998,1,0.23,16.0,early,100.00,1.37,0.096,1.50,0.4268,,spread_guard,true,,true,,0.00,false,0.00,1,1.12,unclear,,0,1,0.23,17.74,0.00,0.00,third_wave_initial,clean_pullback_and_near_reclaim,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 12:59:59,v3_blocked_candidate,GBPJPY,SHORT,191.060,191.342,190.637,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,190.690,191.393,190.781,191.730,LL_LH,8,-0.155,0.357,PERIOD_M15,191.393,190.690,191.304,87.34,3.68,6,false,191.304,2.91,34.71,PERIOD_M5,191.073,190.973,1,1.04,87.0,late,100.00,3.37,0.282,1.50,0.4539,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,0.00,false,0.56,1,1.48,unclear,,0,1,1.04,34.71,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 13:39:59,v3_blocked_candidate,EURJPY,SHORT,158.963,159.136,158.704,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,6,-0.170,0.275,PERIOD_M15,159.270,158.898,159.106,55.91,1.68,5,false,159.106,2.61,38.44,PERIOD_M5,158.983,158.957,1,0.11,6.0,early,100.00,3.16,0.173,1.50,0.5483,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,70.00,true,1.46,3,0.27,unclear,,0,1,0.11,38.44,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 13:49:59,v3_blocked_candidate,EURJPY,SHORT,158.892,159.137,158.525,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,158.898,159.270,159.056,159.588,LL_LH,6,-0.170,0.275,PERIOD_M15,159.270,158.898,159.106,55.91,1.64,6,false,159.106,3.43,57.53,PERIOD_M5,158.983,158.878,1,0.22,14.0,early,100.00,3.92,0.245,1.50,0.4966,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,35.00,false,2.03,1,0.90,unclear,,0,1,0.22,57.53,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 14:09:59,v3_blocked_candidate,GBPJPY,SHORT,190.925,191.238,190.456,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,6,-0.138,0.388,PERIOD_M15,191.356,190.690,191.200,76.58,3.34,3,false,191.200,3.32,41.29,PERIOD_M5,190.936,190.893,1,0.39,32.0,acceptable,100.00,3.78,0.313,1.50,0.4586,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,0.00,false,0.31,1,1.33,unclear,,0,1,0.39,41.29,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 16:04:59,v3_blocked_candidate,GBPJPY,SHORT,190.734,190.934,190.434,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.39,3,false,190.896,2.11,24.32,PERIOD_M5,190.761,190.739,1,0.07,5.0,early,75.00,2.60,0.200,1.50,0.4949,v3_chasing_entry,,true,,false,v3_chasing_entry,0.00,false,0.52,2,0.39,unclear,,0,1,0.07,24.32,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 16:09:59,v3_blocked_candidate,GBPJPY,SHORT,190.706,190.934,190.364,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.39,3,false,190.896,2.56,28.53,PERIOD_M5,190.761,190.734,1,0.38,28.0,acceptable,75.00,3.07,0.228,1.50,0.5120,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,55.00,false,1.20,3,0.24,unclear,,0,1,0.38,28.53,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 16:14:59,v3_blocked_candidate,GBPJPY,SHORT,190.663,190.934,190.257,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.39,3,false,190.896,3.09,34.98,PERIOD_M5,190.761,190.706,1,0.57,43.0,acceptable,100.00,3.60,0.271,1.50,0.5047,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,35.00,false,0.73,4,0.33,unclear,,0,1,0.57,34.98,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 16:19:59,v3_blocked_candidate,GBPJPY,SHORT,190.647,190.934,190.217,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.44,4,false,190.896,3.33,37.39,PERIOD_M5,190.761,190.663,1,0.21,16.0,early,100.00,3.84,0.287,1.50,0.5086,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,55.00,false,1.02,5,0.03,unclear,,0,1,0.21,37.39,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 16:24:59,v3_blocked_candidate,GBPJPY,SHORT,190.685,190.934,190.312,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.690,191.356,190.781,191.393,LL_LH,8,-0.137,0.348,PERIOD_M15,191.356,190.690,190.896,30.93,1.44,4,false,190.896,2.85,31.68,PERIOD_M5,190.761,190.647,1,0.51,38.0,acceptable,100.00,3.36,0.249,1.50,0.5125,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,35.00,false,1.17,6,0.85,unclear,,0,1,0.51,31.68,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 17:59:59,v3_blocked_candidate,EURJPY,SHORT,158.614,158.805,158.328,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,158.527,159.270,158.898,159.588,LL_LH,8,-0.142,0.265,PERIOD_M15,159.270,158.527,158.774,33.24,2.49,3,false,158.774,3.42,21.53,PERIOD_M5,158.674,158.605,1,0.19,9.0,early,100.00,4.08,0.191,1.50,0.6626,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,70.00,true,2.86,3,0.30,unclear,,0,1,0.19,21.53,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.17 18:04:59,v3_blocked_candidate,USDJPY,SHORT,151.385,151.511,151.196,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,151.390,151.935,151.466,152.381,LL_LH,8,-0.233,0.200,PERIOD_M15,151.935,151.390,151.492,18.72,1.58,6,false,151.492,3.03,19.63,PERIOD_M5,151.419,151.358,1,0.77,27.0,unclear,100.00,3.57,0.126,1.50,0.5385,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,70.00,true,2.75,3,1.56,unclear,,0,1,0.77,19.63,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.18 04:44:59,v3_blocked_candidate,GBPUSD,LONG,1.26065,1.25969,1.26209,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,1.25843,1.26339,1.25827,1.26071,HH_HL,12,0.00058,0.00109,PERIOD_M15,1.25843,1.26339,1.25989,70.56,7.97,3,false,1.25989,2.68,15.32,PERIOD_M5,1.26064,1.26068,1,0.11,3.0,early,100.00,3.39,0.00096,1.50,0.7053,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,35.00,false,1.23,2,0.32,unclear,,0,1,0.11,15.32,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 04:40:00,v3_blocked_candidate,GBPUSD,LONG,1.26164,1.26045,1.26343,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,1.25918,1.26369,1.25815,1.26200,HH_HL,8,0.00032,0.00156,PERIOD_M15,1.25918,1.26369,1.26065,67.41,5.09,3,false,1.26065,3.09,21.95,PERIOD_M5,1.26157,1.26158,1,0.19,6.0,early,100.00,3.72,0.00119,1.50,0.6250,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,0.00,false,0.50,1,0.25,unclear,,0,1,0.19,21.95,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 07:39:59,v3_blocked_candidate,XAUUSD,LONG,2931.39,2926.32,2939.00,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,2924.06,2939.69,2907.15,2936.89,HH_HL,4,4.71,6.60,PERIOD_M15,2924.06,2939.69,2926.50,84.39,4.54,4,false,2926.50,3.77,31.29,PERIOD_M5,2930.26,2931.37,1,0.02,2.0,early,100.00,3.91,5.07,1.50,0.1388,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,55.00,false,1.77,2,0.02,unclear,,0,1,0.02,31.29,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 18:09:59,v3_blocked_candidate,GBPUSD,SHORT,1.25809,1.25972,1.25565,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,1.25743,1.26341,1.26065,1.26369,LL_LH,9,-0.00008,0.00150,PERIOD_M15,1.26341,1.25743,1.25952,34.95,2.40,9,false,1.25952,1.97,23.91,PERIOD_M5,1.25889,1.25775,1,0.47,34.0,acceptable,100.00,2.25,0.00163,1.50,0.2761,v3_chasing_entry,,true,,false,v3_chasing_entry,35.00,false,1.86,1,0.50,unclear,,0,1,0.47,23.91,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 20:49:59,v3_blocked_candidate,GBPJPY,SHORT,190.698,190.856,190.461,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.434,191.722,191.325,192.105,LL_LH,10,-0.010,0.345,PERIOD_M15,191.722,190.434,190.818,29.81,2.34,3,false,190.818,1.84,9.32,PERIOD_M5,190.710,190.698,1,0.00,0.0,early,100.00,2.43,0.158,1.50,0.5840,v3_chasing_entry,,true,,false,v3_chasing_entry,20.00,false,0.52,1,0.15,unclear,,0,1,0.00,9.32,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 21:04:59,v3_blocked_candidate,GBPJPY,SHORT,190.604,190.856,190.226,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.434,191.722,191.325,192.105,LL_LH,11,-0.016,0.340,PERIOD_M15,191.722,190.434,190.818,29.81,2.41,4,false,190.818,3.38,16.61,PERIOD_M5,190.710,190.681,1,1.22,77.0,late,100.00,3.98,0.252,1.50,0.6005,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,0.00,false,0.27,1,0.70,unclear,,0,1,1.22,16.61,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 21:09:59,v3_blocked_candidate,GBPJPY,SHORT,190.543,190.856,190.074,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.434,191.722,191.325,192.105,LL_LH,11,-0.016,0.340,PERIOD_M15,191.722,190.434,190.818,29.81,2.41,4,false,190.818,4.10,21.35,PERIOD_M5,190.710,190.604,1,0.91,61.0,late,100.00,4.66,0.313,1.50,0.5660,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,35.00,false,1.40,2,0.66,unclear,,0,1,0.91,21.35,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 21:14:59,v3_blocked_candidate,GBPJPY,SHORT,190.557,190.856,190.109,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.434,191.722,191.325,192.105,LL_LH,11,-0.016,0.340,PERIOD_M15,191.722,190.434,190.818,29.81,2.41,4,false,190.818,3.82,20.26,PERIOD_M5,190.710,190.543,1,0.21,14.0,early,100.00,4.38,0.299,1.50,0.5565,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,90.00,true,2.61,3,0.21,unclear,,0,1,0.21,20.26,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 22:14:59,v3_blocked_candidate,EURJPY,SHORT,157.943,158.088,157.726,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,157.702,158.476,158.069,159.118,LL_LH,8,-0.076,0.255,PERIOD_M15,158.476,157.702,158.058,45.99,3.57,6,false,158.058,1.98,14.86,PERIOD_M5,157.931,157.919,1,0.41,24.0,acceptable,100.00,2.50,0.145,1.50,0.5166,v3_chasing_entry,,true,,false,v3_chasing_entry,0.00,false,0.84,1,0.60,unclear,,0,1,0.41,14.86,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 22:29:59,v3_blocked_candidate,EURJPY,SHORT,157.884,158.089,157.577,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,157.702,158.476,158.069,159.118,LL_LH,8,-0.076,0.255,PERIOD_M15,158.476,157.702,158.058,45.99,3.82,7,false,158.058,3.41,22.48,PERIOD_M5,157.908,157.906,1,0.43,22.0,acceptable,100.00,4.01,0.205,1.50,0.6070,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,0.00,false,0.25,2,0.35,unclear,,0,1,0.43,22.48,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 22:34:59,v3_blocked_candidate,EURJPY,SHORT,157.892,158.088,157.598,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,157.702,158.476,158.069,159.118,LL_LH,8,-0.076,0.255,PERIOD_M15,158.476,157.702,158.058,45.99,3.86,8,false,158.058,3.28,21.45,PERIOD_M5,157.908,157.884,1,0.16,8.0,early,100.00,3.87,0.196,1.50,0.5924,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,35.00,false,1.17,3,0.45,unclear,,0,1,0.16,21.45,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 22:34:59,v3_blocked_candidate,GBPJPY,SHORT,190.608,190.745,190.403,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.434,191.722,191.325,192.105,LL_LH,12,-0.020,0.342,PERIOD_M15,191.722,190.434,190.707,21.20,2.30,3,false,190.707,1.52,7.69,PERIOD_M5,190.600,190.591,1,0.26,17.0,acceptable,100.00,2.11,0.137,1.50,0.5853,v3_chasing_entry,,true,,false,v3_chasing_entry,35.00,false,0.88,3,0.42,unclear,,0,1,0.26,7.69,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 22:34:59,v3_blocked_candidate,AUDJPY,SHORT,96.148,96.246,96.001,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,95.985,96.494,96.257,96.749,LL_LH,8,-0.021,0.163,PERIOD_M15,96.494,95.985,96.218,45.78,4.19,4,false,96.218,2.01,13.75,PERIOD_M5,96.142,96.128,1,0.57,20.0,acceptable,100.00,2.81,0.098,1.50,0.8033,v3_momentum_exhausted,,true,,false,v3_momentum_exhausted,70.00,true,1.26,3,0.75,unclear,,0,1,0.57,13.75,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 22:44:59,v3_blocked_candidate,GBPJPY,SHORT,190.606,190.745,190.398,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,190.434,191.722,191.325,192.105,LL_LH,12,-0.020,0.342,PERIOD_M15,191.722,190.434,190.707,21.20,2.30,3,false,190.707,1.77,7.84,PERIOD_M5,190.600,190.596,1,0.18,10.0,early,100.00,2.44,0.139,1.50,0.6667,v3_chasing_entry,,true,,false,v3_chasing_entry,0.00,false,0.33,1,0.46,unclear,,0,1,0.18,7.84,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 22:44:59,v3_blocked_candidate,AUDJPY,SHORT,96.136,96.246,95.971,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,95.985,96.494,96.257,96.749,LL_LH,8,-0.021,0.163,PERIOD_M15,96.494,95.985,96.218,45.78,4.19,4,false,96.218,2.79,16.11,PERIOD_M5,96.142,96.134,1,0.07,2.0,early,100.00,3.75,0.110,1.50,0.9538,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,0.00,false,0.55,1,0.48,unclear,,0,1,0.07,16.11,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.19 22:44:59,v3_blocked_candidate,EURUSD,SHORT,1.04223,1.04336,1.04054,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,1.04000,1.04406,1.04181,1.04606,LL_LH,5,-0.00062,0.00133,PERIOD_M15,1.04406,1.04000,1.04318,78.33,5.38,5,false,1.04318,3.54,23.40,PERIOD_M5,1.04218,1.04217,1,0.22,6.0,early,75.00,4.21,0.00113,1.50,0.6702,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,0.00,false,0.45,1,0.86,unclear,,0,1,0.22,23.40,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.20 00:09:59,v3_blocked_candidate,EURUSD,SHORT,1.04219,1.04294,1.04107,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.04000,1.04318,1.04181,1.04406,LL_LH,5,-0.00060,0.00128,PERIOD_M15,1.04318,1.04000,1.04255,80.19,5.43,3,false,1.04255,2.32,11.32,PERIOD_M5,1.04213,1.04203,1,1.03,16.0,late,75.00,4.84,0.00075,1.50,2.5161,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,70.00,true,2.06,3,4.00,unclear,,0,1,1.03,11.32,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.20 01:39:59,v3_blocked_candidate,EURUSD,SHORT,1.04201,1.04269,1.04099,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.04000,1.04318,1.04181,1.04406,LL_LH,6,-0.00058,0.00122,PERIOD_M15,1.04318,1.04000,1.04251,78.93,7.22,3,false,1.04251,3.15,15.72,PERIOD_M5,1.04216,1.04209,1,0.50,8.0,acceptable,100.00,4.29,0.00068,1.50,1.1351,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,70.00,true,1.95,3,0.50,unclear,,0,1,0.50,15.72,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.20 01:44:59,v3_blocked_candidate,EURUSD,SHORT,1.04204,1.04269,1.04107,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.04000,1.04318,1.04181,1.04406,LL_LH,6,-0.00058,0.00122,PERIOD_M15,1.04318,1.04000,1.04251,78.93,7.22,3,false,1.04251,2.82,14.78,PERIOD_M5,1.04216,1.04201,1,0.18,3.0,early,100.00,3.91,0.00065,1.50,1.0815,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,70.00,true,1.92,4,0.48,unclear,,0,1,0.18,14.78,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.20 01:59:59,v3_blocked_candidate,EURUSD,SHORT,1.04200,1.04269,1.04097,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.04000,1.04318,1.04181,1.04406,LL_LH,6,-0.00058,0.00122,PERIOD_M15,1.04318,1.04000,1.04251,78.93,7.34,4,false,1.04251,3.05,16.04,PERIOD_M5,1.04216,1.04196,1,0.24,4.0,early,100.00,4.13,0.00069,1.50,1.0769,v3_pullback_entry_too_far,,true,,false,v3_pullback_entry_too_far,0.00,false,0.30,1,0.36,unclear,,0,1,0.24,16.04,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.20 01:59:59,v3_blocked_candidate,GBPUSD,SHORT,1.25822,1.25876,1.25741,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,1.25622,1.25896,1.25743,1.26059,LL_LH,6,-0.00040,0.00147,PERIOD_M15,1.25896,1.25622,1.25856,85.40,5.63,3,false,1.25856,1.74,12.41,PERIOD_M5,1.25785,1.25783,1,1.99,39.0,late,100.00,2.76,0.00054,1.50,1.0219,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,0.00,false,0.61,1,2.04,unclear,,0,1,1.99,12.41,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.20 07:19:59,v3_blocked_candidate,XAUUSD,LONG,2944.05,2939.15,2951.40,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,2933.93,2946.87,2918.54,2939.69,HH_HL,18,4.17,7.03,PERIOD_M15,2933.93,2946.87,2939.33,58.27,2.76,3,false,2939.33,3.65,36.48,PERIOD_M5,2941.48,2943.01,1,0.80,104.0,unclear,75.00,3.79,4.90,1.50,0.1391,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,70.00,true,2.32,3,0.57,unclear,,0,1,0.80,36.48,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
2025.02.20 07:24:59,v3_blocked_candidate,XAUUSD,LONG,2944.89,2939.15,2953.50,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,2933.93,2946.87,2918.54,2939.69,HH_HL,18,4.17,7.03,PERIOD_M15,2933.93,2946.87,2939.33,58.27,2.76,3,false,2939.33,4.63,42.97,PERIOD_M5,2941.48,2943.87,1,0.85,102.0,unclear,100.00,4.77,5.74,1.50,0.1497,v3_reclaim_chase_too_far,,true,,false,v3_reclaim_chase_too_far,70.00,true,1.21,4,0.83,unclear,,0,1,0.85,42.97,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V3_EntryTiming
